Gender,Age,Annual_Income,Education_Level,Marital_Status,Employment_Type,Years_in_Current_Job,Credit_Score,Existing_Loan_Balance,Loan_Amount_Requested,Credit_Card_Inquiries,Payment_of_Previous_Dues,Approved
Male,29,1275708,Postgraduate,Married,Self-Employed,6.0,660.0,1537145,996470,0,Paid on Time,1
Female,22,997481,Undergraduate,Married,Salaried,0.0,589.0,736491,904772,2,Delayed,0
Male,69,137739,High School,Single,Salaried,20.0,769.0,160332,43610,5,Paid on Time,1
Female,45,478380,Undergraduate,Single,Salaried,14.0,465.0,39862,165488,1,Delayed,0
Male,52,1033597,High School,Married,Salaried,2.0,730.0,283560,3000000,0,Paid on Time,1
Male,22,303409,High School,Married,Salaried,0.0,530.0,188718,137610,4,Delayed,0
Male,51,829296,High School,Married,Self-Employed,3.0,695.0,899799,924342,1,Paid on Time,1
Male,63,898026,Graduate,Married,Salaried,23.0,,1147342,2713682,0,Paid on Time,1
Female,51,900956,Graduate,Married,Self-Employed,14.0,645.0,1042800,603861,0,Paid on Time,1
Female,30,259038,Graduate,Married,Self-Employed,2.0,641.0,145496,49023,1,Delayed,1
Female,56,208956,Graduate,Single,Salaried,6.0,598.0,181524,24056,2,Paid on Time,1
Male,59,596234,Graduate,Single,Self-Employed,4.0,634.0,322371,470738,2,Paid on Time,1
Male,62,573827,Graduate,Married,Salaried,16.0,605.0,606389,114786,4,Paid on Time,1
Female,65,1201371,Graduate,Single,Salaried,33.0,652.0,786511,1342005,2,Delayed,1
Male,31,840450,Undergraduate,Divorced,Salaried,2.0,621.0,964211,532133,0,Delayed,0
Male,28,1026543,Postgraduate,Married,Salaried,4.0,633.0,19703,1084651,0,Paid on Time,1
Male,59,1275256,Graduate,Married,Self-Employed,3.0,593.0,650674,856240,2,Paid on Time,1
Male,55,36803,Undergraduate,Single,Student,0.0,637.0,48481,36054,3,Paid on Time,0
Female,21,806148,Postgraduate,Married,Salaried,0.0,646.0,391237,1020764,2,Paid on Time,1
Female,70,496776,Undergraduate,Single,Salaried,8.0,816.0,294164,1763240,1,Paid on Time,1
Female,50,315355,High School,Single,Salaried,12.0,809.0,374041,52299,3,Paid on Time,1
Male,24,640660,Graduate,Married,Self-Employed,0.0,682.0,90924,643035,0,Paid on Time,1
Male,58,389559,Graduate,Single,Salaried,15.0,605.0,182250,346625,2,Paid on Time,1
Male,25,427172,Undergraduate,Single,Salaried,2.0,684.0,496246,423692,1,Paid on Time,1
Male,54,354928,Graduate,Married,Self-Employed,5.0,568.0,509508,64360,1,Paid on Time,1
Male,68,445290,Undergraduate,Married,Salaried,11.0,594.0,522883,88102,1,Delayed,0
Female,27,24004,Graduate,Divorced,Unemployed,0.0,655.0,6207,19101,4,Paid on Time,1
Female,60,405436,Graduate,Divorced,Salaried,11.0,583.0,507820,72962,3,Paid on Time,1
Male,32,15000,Graduate,Single,Unemployed,0.0,585.0,10704,17804,1,Delayed,0
Female,55,182530,Graduate,Divorced,Salaried,4.0,603.0,214382,215653,3,Paid on Time,1
Female,32,292105,Undergraduate,Married,Salaried,4.0,850.0,104875,162867,2,Paid on Time,1
Female,22,1138211,Undergraduate,Married,Self-Employed,0.0,667.0,582421,838953,3,Paid on Time,1
Female,46,899220,Graduate,Married,Self-Employed,2.0,477.0,162154,838948,0,Delayed,0
Male,36,362306,Graduate,Married,Self-Employed,,669.0,494982,472165,1,Paid on Time,1
Male,68,615083,Graduate,Single,Salaried,25.0,695.0,263109,912661,3,Paid on Time,1
Male,27,24997,Graduate,Divorced,Student,0.0,643.0,3132,10000,0,Paid on Time,1
Female,29,523813,High School,Single,Salaried,0.0,710.0,729945,1025480,0,Paid on Time,1
Male,21,359480,Graduate,Single,Salaried,0.0,593.0,161983,440218,3,Delayed,0
Male,48,491079,Postgraduate,Married,Salaried,,635.0,88482,596273,2,Paid on Time,1
Male,35,981124,High School,Married,Self-Employed,9.0,641.0,512314,842360,5,Paid on Time,1
Male,33,747795,Graduate,Married,Self-Employed,6.0,,316316,265587,0,Delayed,1
Female,57,420288,Undergraduate,Single,Salaried,4.0,555.0,50785,371002,3,Delayed,0
Female,53,477876,High School,Married,Salaried,26.0,657.0,705158,309747,1,Paid on Time,1
Male,42,1001924,Postgraduate,Divorced,Salaried,6.0,672.0,441503,674057,1,Paid on Time,1
Male,40,495093,Undergraduate,Single,Salaried,0.0,369.0,26970,277319,2,Delayed,0
Male,29,820214,Postgraduate,Married,Salaried,4.0,598.0,516649,247935,0,Delayed,1
Male,51,818263,Postgraduate,Married,Self-Employed,11.0,621.0,509149,927529,1,Paid on Time,1
Male,53,604394,Graduate,Single,Self-Employed,10.0,668.0,393304,659927,2,Paid on Time,1
Male,54,56392,High School,Married,Student,0.0,732.0,76690,125023,2,Paid on Time,0
Male,20,817268,Undergraduate,Single,Salaried,0.0,618.0,73843,487675,2,Paid on Time,1
Female,26,406521,Undergraduate,Single,Salaried,1.0,708.0,574197,1344963,2,Paid on Time,1
Female,70,874013,High School,Married,Salaried,14.0,512.0,873034,283058,2,Delayed,0
Male,35,983263,Postgraduate,Married,Self-Employed,0.0,784.0,1028754,1764783,1,Paid on Time,1
Male,60,229606,Graduate,Married,Salaried,15.0,644.0,54365,233030,1,Paid on Time,1
Female,52,47209,Graduate,Single,Student,0.0,499.0,3107,59015,1,Paid on Time,0
Male,51,1888601,Undergraduate,Married,Self-Employed,24.0,709.0,147932,3000000,1,Delayed,1
Female,58,487639,Postgraduate,Divorced,Salaried,3.0,623.0,477700,129119,1,Paid on Time,1
Female,31,372613,Undergraduate,Single,Salaried,8.0,833.0,189948,184459,1,Paid on Time,1
Male,21,597380,High School,Single,Self-Employed,0.0,809.0,493961,177234,1,Delayed,1
Male,46,441951,High School,Married,Self-Employed,10.0,738.0,499003,1009375,0,Paid on Time,1
Female,58,804116,Undergraduate,Single,Salaried,9.0,362.0,89021,353903,0,Delayed,0
Male,62,451015,Graduate,Single,Salaried,14.0,627.0,48367,145832,1,Paid on Time,1
Female,67,614643,Undergraduate,Single,Salaried,30.0,776.0,56830,265152,1,Paid on Time,1
Female,32,392609,Undergraduate,Single,Self-Employed,1.0,734.0,510680,1021949,3,Paid on Time,1
Female,45,729409,Undergraduate,Single,Salaried,8.0,557.0,286821,842306,1,Delayed,0
Male,59,348162,Undergraduate,Single,Salaried,6.0,639.0,189162,452913,3,Paid on Time,1
Female,33,533063,Undergraduate,Married,Salaried,2.0,709.0,174628,1291137,0,Paid on Time,1
Male,29,25106,Graduate,Single,Student,0.0,490.0,3509,14961,0,Paid on Time,1
Male,69,933687,Graduate,Married,Salaried,5.0,499.0,72099,708276,5,Delayed,0
Female,22,206006,Undergraduate,Single,Self-Employed,2.0,850.0,141008,531698,1,Paid on Time,1
Male,51,755187,Graduate,Divorced,Salaried,1.0,619.0,764019,829349,2,Delayed,0
Female,59,174867,Graduate,Married,Salaried,0.0,459.0,21790,175352,0,Paid on Time,1
Female,18,541416,Graduate,Single,Salaried,0.0,580.0,628863,783248,0,Delayed,0
Male,56,443248,Undergraduate,Single,Salaried,1.0,682.0,497869,509864,1,Paid on Time,1
Male,49,587710,Graduate,,Self-Employed,7.0,729.0,387795,1779246,3,Paid on Time,1
Male,43,705165,Postgraduate,Married,Salaried,3.0,584.0,202933,879853,1,Paid on Time,1
Male,34,367879,Undergraduate,Married,Salaried,4.0,530.0,123176,273896,1,Paid on Time,1
Male,65,1382299,Undergraduate,Single,Salaried,29.0,737.0,1465385,1561156,3,Paid on Time,1
Female,44,860075,Postgraduate,Single,Self-Employed,2.0,555.0,337092,1068844,3,Delayed,0
Male,41,670685,Graduate,Single,Salaried,6.0,624.0,443109,502914,0,Paid on Time,1
Male,52,411978,Undergraduate,Single,Salaried,15.0,717.0,66682,1016756,3,Paid on Time,1
Female,63,367613,High School,Single,Salaried,12.0,601.0,67415,257854,2,Paid on Time,1
Male,59,25431,Postgraduate,Married,Student,0.0,850.0,9534,41824,1,Paid on Time,1
Female,56,340699,High School,Married,Salaried,4.0,564.0,43353,354246,4,Delayed,0
Male,43,199875,Postgraduate,Single,Self-Employed,4.0,613.0,82316,206167,2,Paid on Time,1
Male,66,271421,Graduate,Divorced,Salaried,12.0,610.0,231329,144568,3,Delayed,0
Female,55,925893,Graduate,Single,Salaried,7.0,586.0,1034364,337561,3,Paid on Time,1
Female,40,255884,Undergraduate,Single,Salaried,9.0,758.0,12552,156643,2,Paid on Time,1
Female,39,279751,Graduate,Single,Salaried,3.0,615.0,252034,72536,1,Paid on Time,1
Female,21,520770,Graduate,Married,Self-Employed,0.0,850.0,283704,1712827,3,Paid on Time,1
Female,66,448375,Postgraduate,Single,Salaried,15.0,660.0,152430,224460,4,Paid on Time,1
Male,26,687401,Graduate,Married,Salaried,1.0,671.0,32848,721742,3,Delayed,1
Male,21,749271,Graduate,Married,Self-Employed,0.0,493.0,48843,376429,3,Paid on Time,1
Female,24,189891,Postgraduate,Single,Salaried,3.0,,224929,196244,2,Delayed,0
Female,40,587994,Postgraduate,Single,Salaried,2.0,718.0,467475,2315608,1,Delayed,0
Female,19,43766,Graduate,Married,Student,0.0,704.0,50920,15634,3,Paid on Time,1
Male,66,322012,Postgraduate,Single,Salaried,19.0,543.0,199175,326925,6,Paid on Time,1
Male,41,251359,High School,Single,Self-Employed,1.0,603.0,317939,124577,1,Delayed,0
Female,57,728446,Undergraduate,Single,Salaried,18.0,328.0,21905,157381,2,Delayed,0
Male,48,634529,Graduate,Divorced,Salaried,13.0,570.0,780502,133610,4,Delayed,0
Female,64,465844,Graduate,Married,Salaried,5.0,822.0,332612,721820,2,Paid on Time,1
Female,48,16650,Undergraduate,Divorced,Student,0.0,673.0,18631,14266,1,Paid on Time,0
Male,64,986155,Graduate,Single,Salaried,6.0,762.0,355640,2588111,1,Paid on Time,1
Female,57,542764,High School,Single,Salaried,21.0,481.0,52773,485523,0,Delayed,0
Female,65,569385,Postgraduate,Single,Self-Employed,3.0,659.0,625861,772733,2,Paid on Time,1
Male,68,235014,Postgraduate,Married,Salaried,6.0,,170533,74017,1,Paid on Time,1
Female,60,586337,High School,Married,Self-Employed,11.0,587.0,402903,739141,2,Delayed,0
Male,51,379580,High School,Single,Salaried,7.0,626.0,461566,318664,1,Delayed,0
Female,41,243570,Graduate,Single,Salaried,3.0,597.0,59315,317807,5,Delayed,0
Male,66,333308,Graduate,Single,Salaried,1.0,533.0,237532,232425,0,Delayed,0
Female,43,650022,Postgraduate,Married,Salaried,13.0,663.0,801842,503455,2,Paid on Time,1
Male,33,171385,Graduate,Married,Self-Employed,1.0,737.0,217295,299416,5,Delayed,0
Male,64,1214665,Undergraduate,Married,Self-Employed,19.0,571.0,215493,285509,2,Paid on Time,1
Female,30,304706,Undergraduate,Single,Self-Employed,2.0,576.0,388570,92328,0,Paid on Time,1
Male,32,24740,High School,Married,Student,0.0,730.0,451,52408,2,Paid on Time,1
Male,44,538177,Undergraduate,Single,Salaried,13.0,654.0,690663,455562,0,Paid on Time,1
Female,21,20942,Postgraduate,Married,Student,0.0,615.0,8317,15809,1,Paid on Time,1
Female,33,33983,Graduate,Single,Student,0.0,659.0,29471,10000,1,Paid on Time,1
Female,47,189417,Undergraduate,Married,Salaried,11.0,850.0,2735,392425,1,Paid on Time,1
Female,61,464640,Graduate,Married,Salaried,29.0,764.0,509821,288786,1,Paid on Time,1
Male,47,1335218,High School,Single,Self-Employed,3.0,822.0,864343,3000000,2,Paid on Time,1
Male,53,1446067,Graduate,Single,Salaried,7.0,723.0,1834625,1770371,2,Paid on Time,1
Male,20,445811,Postgraduate,Married,Self-Employed,0.0,573.0,371485,663410,0,Paid on Time,1
Female,39,215734,Graduate,Divorced,Salaried,12.0,605.0,270095,130076,1,Paid on Time,1
Female,66,361657,Graduate,Married,Salaried,23.0,574.0,331819,451756,4,Delayed,0
Female,39,478915,Undergraduate,Married,Salaried,4.0,712.0,535812,506605,0,Paid on Time,1
Female,67,135471,Undergraduate,,Salaried,4.0,619.0,151993,49484,0,Paid on Time,1
Male,67,756850,Graduate,Married,Salaried,15.0,566.0,280025,309947,1,Delayed,0
Male,66,618519,Graduate,Married,Salaried,9.0,,535560,350306,3,Paid on Time,1
Male,29,521149,Postgraduate,Married,Salaried,4.0,510.0,683119,671455,0,Paid on Time,1
Male,38,658463,Undergraduate,Single,Self-Employed,8.0,750.0,868061,2027700,2,Paid on Time,1
Male,21,279806,Graduate,Married,Salaried,0.0,553.0,161465,198550,0,Delayed,0
Female,48,2164628,Postgraduate,Single,Self-Employed,13.0,741.0,1054912,1804321,4,Paid on Time,1
Male,61,610268,Graduate,Married,Salaried,29.0,696.0,598643,102640,1,Delayed,1
Male,48,1813648,Undergraduate,Married,Self-Employed,2.0,707.0,2000000,3000000,1,Paid on Time,1
Male,40,43660,Graduate,Married,Student,0.0,535.0,2322,47565,1,Delayed,0
Female,70,552415,Undergraduate,Single,Salaried,6.0,656.0,77419,524017,3,Paid on Time,1
Female,37,27108,Graduate,Single,Student,0.0,598.0,31664,21734,2,Paid on Time,0
Male,32,880816,High School,Single,Salaried,8.0,474.0,76947,1287759,3,Paid on Time,1
Male,40,579785,Graduate,Married,Salaried,3.0,793.0,580638,113746,2,Paid on Time,1
Female,45,37805,Graduate,Single,Student,0.0,640.0,46520,56093,2,Paid on Time,0
Male,33,329604,Graduate,Single,Salaried,8.0,604.0,374167,160464,2,Delayed,0
Female,54,436753,High School,Married,Salaried,8.0,787.0,530470,696299,1,Paid on Time,1
Female,38,540447,Undergraduate,Married,Salaried,15.0,746.0,416587,1640193,2,Paid on Time,1
Male,32,215995,Postgraduate,Married,Self-Employed,4.0,850.0,51117,212916,0,Paid on Time,1
Male,34,212176,High School,Single,Self-Employed,7.0,554.0,150700,232075,1,Delayed,0
Female,67,620658,High School,Married,Salaried,24.0,593.0,896809,351026,1,Delayed,0
Male,54,15000,Postgraduate,Single,Unemployed,0.0,843.0,6872,56522,3,Paid on Time,1
Male,30,1101779,Graduate,,Self-Employed,5.0,564.0,692915,375034,1,Delayed,0
Female,36,40166,Postgraduate,Single,Student,0.0,576.0,46116,56413,3,Delayed,0
Female,47,318344,Graduate,Married,Salaried,17.0,641.0,36278,384401,3,Paid on Time,1
Female,62,500983,Postgraduate,Single,Self-Employed,16.0,814.0,568901,382711,2,Paid on Time,1
Female,35,37469,Undergraduate,Married,Student,0.0,596.0,15411,24080,2,Paid on Time,1
Male,31,619746,Postgraduate,Married,Salaried,8.0,850.0,248512,314059,0,Paid on Time,1
Male,53,15000,Undergraduate,Single,Unemployed,0.0,648.0,13104,14094,0,Paid on Time,0
Female,53,372937,Undergraduate,Married,Salaried,19.0,784.0,142809,1434337,1,Paid on Time,1
Female,37,427085,High School,Married,Salaried,0.0,615.0,410741,90082,0,Paid on Time,1
Male,69,31036,Graduate,Married,Student,0.0,552.0,42310,14318,5,Delayed,0
Female,36,15000,Graduate,Married,Unemployed,0.0,707.0,9104,45688,1,Paid on Time,0
Male,62,575064,Undergraduate,Married,Salaried,13.0,504.0,813905,426491,0,Paid on Time,1
Male,61,576796,High School,Married,Salaried,17.0,485.0,108698,331391,0,Paid on Time,1
Male,24,386674,Graduate,Single,Self-Employed,0.0,720.0,120392,945279,1,Paid on Time,1
Male,61,36983,Graduate,Married,Student,0.0,592.0,23953,18919,1,Delayed,0
Male,70,399415,Graduate,Divorced,Self-Employed,1.0,512.0,593199,223832,2,Delayed,0
Male,21,2422811,Graduate,Married,Self-Employed,0.0,590.0,466963,2976559,5,Paid on Time,1
Male,51,4266553,High School,Married,Self-Employed,8.0,706.0,2000000,3000000,1,Paid on Time,1
Female,19,565661,Postgraduate,Single,Salaried,0.0,555.0,366445,611355,1,Paid on Time,1
Female,22,15000,Undergraduate,Married,Unemployed,0.0,371.0,2429,10000,0,Paid on Time,0
Female,27,213835,Undergraduate,,Salaried,2.0,633.0,51989,140778,1,Paid on Time,1
Female,49,1217933,Postgraduate,Single,Self-Employed,11.0,685.0,404676,1062876,2,Delayed,1
Male,59,497789,Graduate,Married,Salaried,16.0,731.0,131082,568703,0,Paid on Time,1
Male,58,266366,Graduate,Single,Salaried,6.0,752.0,66576,464607,1,Paid on Time,1
Female,30,257496,Undergraduate,Married,Self-Employed,0.0,634.0,99568,299661,4,Paid on Time,1
Male,56,29962,Graduate,Divorced,Unemployed,0.0,840.0,23739,21868,0,Paid on Time,1
Female,22,468266,Undergraduate,Single,Self-Employed,1.0,637.0,496520,375105,1,Delayed,0
Male,27,244073,Graduate,Single,Self-Employed,4.0,627.0,139234,113858,5,Paid on Time,1
Female,27,338597,Graduate,Married,Salaried,2.0,621.0,226637,228327,1,Paid on Time,1
Male,55,847125,Graduate,Married,Self-Employed,14.0,664.0,1006884,529912,1,Paid on Time,1
Female,44,805006,Postgraduate,Married,Salaried,10.0,700.0,634206,819074,0,Paid on Time,1
Male,68,305170,Graduate,Married,Salaried,12.0,789.0,269973,943571,1,Paid on Time,1
Female,38,636181,High School,Married,Salaried,2.0,595.0,494287,508711,2,Paid on Time,1
Male,25,249387,Graduate,Divorced,Self-Employed,1.0,569.0,295420,83100,1,Paid on Time,1
Female,18,15000,Postgraduate,Married,Unemployed,0.0,664.0,4128,19741,2,Paid on Time,1
Female,45,151862,High School,Single,Self-Employed,4.0,606.0,223522,54774,2,Delayed,0
Male,66,252562,High School,Single,Salaried,27.0,537.0,333165,229788,4,Paid on Time,1
Female,56,295462,High School,Single,Salaried,5.0,770.0,177392,637157,2,Paid on Time,1
Female,31,1051063,Graduate,Married,Salaried,1.0,767.0,654431,1280169,3,Paid on Time,1
Male,38,387376,Graduate,Married,Salaried,6.0,503.0,493319,555545,1,Delayed,0
Female,47,733546,Undergraduate,Single,Salaried,3.0,636.0,490263,768264,3,Delayed,0
Female,38,291364,Graduate,Single,Self-Employed,8.0,707.0,222090,563185,0,Paid on Time,1
Female,66,16633,Graduate,Divorced,Unemployed,0.0,842.0,18611,30431,1,Paid on Time,1
Male,26,342589,High School,Single,Salaried,3.0,643.0,199381,78602,0,Paid on Time,1
Male,34,879922,Undergraduate,Married,Salaried,7.0,736.0,599251,2767051,1,Paid on Time,1
Female,22,1296548,Undergraduate,Single,Self-Employed,0.0,613.0,72189,281481,1,Paid on Time,1
Female,48,749025,High School,Married,Self-Employed,13.0,695.0,149632,285385,3,Paid on Time,1
Male,69,58613,Undergraduate,Single,Student,0.0,740.0,40325,43463,2,Paid on Time,1
Female,57,958054,Undergraduate,Single,Salaried,2.0,684.0,65623,187221,0,Paid on Time,1
Male,55,632813,Postgraduate,Single,Salaried,9.0,652.0,291422,798242,1,Paid on Time,1
Male,60,23146,Graduate,Divorced,Unemployed,0.0,746.0,15180,84125,4,Paid on Time,0
Male,36,157059,Graduate,Single,Salaried,4.0,786.0,23939,398854,3,Paid on Time,1
Male,53,512380,High School,Married,Self-Employed,7.0,665.0,50207,680879,2,Paid on Time,1
Female,67,656338,High School,Married,Salaried,14.0,753.0,16028,1793605,0,Paid on Time,1
Male,50,529823,High School,Single,Salaried,24.0,593.0,385702,561086,2,Paid on Time,1
Female,30,160941,Undergraduate,Married,Self-Employed,5.0,610.0,35447,216507,2,Paid on Time,1
Female,31,531807,High School,Married,Salaried,0.0,806.0,549300,243845,2,Paid on Time,1
Female,50,1368237,Graduate,Married,Self-Employed,16.0,359.0,134891,241663,3,Delayed,0
Male,46,662529,Graduate,Single,Salaried,8.0,626.0,18819,115961,0,Delayed,1
Male,60,23197,Undergraduate,Married,Unemployed,0.0,671.0,2054,15891,1,Paid on Time,1
Female,66,228276,Undergraduate,Divorced,Salaried,34.0,533.0,314261,325282,1,Paid on Time,1
Female,53,162127,Graduate,Divorced,Salaried,25.0,757.0,30237,566266,5,Paid on Time,1
Male,61,217318,Graduate,Divorced,Salaried,17.0,645.0,246870,259640,3,Delayed,0
Female,27,384582,Graduate,Married,Self-Employed,4.0,721.0,142067,644278,2,Paid on Time,1
Female,48,339398,Undergraduate,Divorced,Self-Employed,6.0,800.0,163708,1124870,3,Paid on Time,1
Female,23,538747,Postgraduate,Divorced,Salaried,3.0,,20034,512947,3,Paid on Time,1
Female,18,610208,Undergraduate,Divorced,Salaried,0.0,615.0,509049,561081,1,Paid on Time,1
Female,24,508149,Graduate,,Self-Employed,3.0,536.0,355992,581470,0,Delayed,0
Male,44,1216748,Undergraduate,Single,Self-Employed,7.0,609.0,1359632,279143,0,Paid on Time,1
Female,38,794066,Undergraduate,Married,Self-Employed,11.0,665.0,1078765,1051176,1,Paid on Time,1
Female,45,762946,Undergraduate,Single,Self-Employed,9.0,472.0,83574,853161,2,Delayed,0
Male,33,338941,Graduate,Married,Salaried,1.0,808.0,484143,738819,0,Paid on Time,1
Male,63,182420,Undergraduate,Married,Salaried,5.0,662.0,40537,34180,3,Paid on Time,1
Male,40,317592,High School,Divorced,Salaried,11.0,626.0,164185,340562,0,Paid on Time,1
Female,69,15000,Graduate,Married,Unemployed,0.0,456.0,2489,10892,3,Paid on Time,0
Female,37,852871,Graduate,Married,Salaried,2.0,651.0,707858,964893,0,Paid on Time,1
Male,55,247795,Undergraduate,Divorced,Salaried,22.0,659.0,203305,37396,0,Paid on Time,1
Female,42,49118,Undergraduate,Divorced,Student,0.0,566.0,33919,44435,1,Paid on Time,0
Male,45,457217,Graduate,Married,Salaried,7.0,679.0,12801,331861,0,Paid on Time,1
Female,22,691642,Graduate,Single,Self-Employed,0.0,637.0,83350,485353,1,Paid on Time,1
Female,38,480706,Graduate,Married,Self-Employed,11.0,489.0,8606,396390,3,Delayed,0
Female,35,15000,High School,Married,Unemployed,0.0,718.0,4262,10000,2,Paid on Time,1
Male,64,736446,Postgraduate,Married,Salaried,22.0,850.0,104143,2760392,2,Paid on Time,1
Male,23,392730,Undergraduate,Married,Salaried,1.0,829.0,62799,1118627,4,Paid on Time,1
Male,46,44790,Postgraduate,Married,Student,0.0,699.0,42789,10000,2,Paid on Time,1
Male,36,693191,Graduate,Married,Salaried,9.0,677.0,123055,146432,3,Paid on Time,1
Female,50,547578,High School,Divorced,Salaried,8.0,499.0,50928,216253,1,Paid on Time,1
